movieCd,description
20194384,"< KIM > 13min
 이 영상은 오직 인터넷에 떠도는 저작권이 자유로운 자료들의 모임으로만 만들어졌다. 그들이 함께 어울려져 살아가고 있는 허구의 세계와 그들이 딛고 있는 보이지 않는 층(green screen)에 대해 표현해보고자 했다. 
 
 <삼제왕풀이> 5min
 아들을 낳기 위한 굿을 하는 집, 효진은 엄마를 괴롭히는 굿을 저지하려고 한다.
 
 <안나> 21min
 외로운 유년시절을 보낸 안나에게 영화는 친구 같은 존재다. 스스로를 영화로 위로하며 살아온 안나는 영화를 볼 때마다 하고 싶은 것이 바뀐다. 복싱, 피아노, 이번엔 탭댄스다. 탭댄스 대회를 나가기 위한 10만원, 하루 종일 편의점에서 일하는 엄마를 졸라보지만 엄마의 반응은 냉담할 뿐이다. 
 
 <아버지가방에들어가신다!> 17min
 아버지가 식물인간이 되었다. 딸은 아버지의 기억이 담긴 로봇을 가방에 넣고 함께 다닌다. 아직은 어색한 딸과 로봇 아버지의 이야기! 
 
 <거리의 가능한 불행들> 35min
 오랜 시간이 흘렀다. 그리고 어떤 과거들은 쉽게 사라지지 않는다. 형제는 20년 만에 사건이 일어났던 장소로 향한다.."
20171021,"쇼맨십의 천재 ‘에디슨’과 상상력의 천재 ‘테슬라’
 그리고 협상의 천재 ‘인설’과 비즈니스의 천재 ‘웨스팅하우스’까지.
 4 명의 천재 3 번의 격돌
 2개의 전류 1명만이 역사가 된다!"
20198323,"사건 사고가 끊이지 않는 동화의 섬. 사라진 아빠를 찾던 화이트 왕국의 공주는
 우연히 마법구두를 신고 이전과 완벽하게 다른 ‘레드슈즈’로 거듭난다.
 한편, 초록색 난쟁이가 된 일곱 왕자들은 우연히 자신들의 집에 머물게 된 '레드슈즈’가
 저주를 풀 유일한 희망이라 생각해 그녀를 돕기 시작하고, 영원한 아름다움을 꿈꾸는 왕비 ‘레지나’는
 마법구두를 신고 성을 빠져나간 ‘레드슈즈’를 쫓기 시작하는데…
 
 위기에 빠진 동화의 섬, 
 레드슈즈, 그리고 일곱 왕자들의 운명은?"
20182241,"넌 이제, 혼자가 아니야
 가슴 아픈 비밀과 소중한 약속을 간직한 ‘티라노’와 ‘프논’이
 그들만의 천국을 찾아 떠나면서 펼쳐지는
 우정, 사랑 그리고 희망에 관한 이야기"
20183844,"집을 비우면 다시 시작되는 펫들의 시크릿 라이프!
 집구석 걱정에 하루도 편할 날이 없는 ‘맥스’ 
 캣닢을 사랑하는 자유로운 영혼 ‘클로이’
 슈퍼히어로를 따라 하는 토끼 ‘스노우볼’
 완벽하게 고양이가 되고픈 강아지 ‘기젯’까지
 아직도 나만 몰랐던 마이펫들의 속마음이 공개된다!
 
 “우릴 키운다고? 그건 니 생각이고~”"
20191604,"첫 끌림
 대학 입학 후 첫 파티에 초대 받게 된 신입생 ‘테사’는
 진실게임을 하던 중 키스 벌칙에 걸리고 만다.
 상대는 학교에서 유명한 반항아 ‘하딘’.
 키스를 앞둔 0.1초 전, 모두가 주목하는 그 순간
 ‘테사’는 ‘하딘’의 입술을 거절하고 만다.
 
 첫 사랑
 강렬했던 첫 만남 이후, 마치 새로운 세상을 발견한 듯
 한번도 경험한 적 없던 감정에 눈을 뜨게 된 두 사람.
 ‘하딘’은 자신의 비밀 장소로 ‘테사’를 초대하고
 이제 두 사람은 서로를 모르기 전으로 절대 되돌아 갈 수 없음을 알게 되는데…
 
 첫 경험 그리고 <애프터>"
20188404,"8년째 공포영화를 준비하던 신인 감독 ‘미정’은 어느 날 후배로부터 지나친 잔혹함으로 인해 상영이 금지된 영화에 대해 듣는다. 실체를 추적하던 중 만난 그 영화의 감독 ‘재현’은 ""그 영화는 잊어, 죽음보다 끔찍한 인생 살기 싫으면""이라고 경고하지만 ‘미정’은 그의 경고를 무시한 채 더욱 더 그 영화에 집착한다.  이후, 이유를 알 수 없이 벌어지는 기괴하고 끔찍한 일들. 극장에 불이 꺼지는 순간, 공포는 바로 등 뒤에 있다"
20180442,"어릴 적 아버지를 잃은 뒤 세상에 대한 불신만 남은 격투기 챔피언 ‘용후’(박서준).  어느 날 원인을 알 수 없는 깊은 상처가 손바닥에 생긴 것을 발견하고, 도움을 줄 누군가가 있다는 장소로 향한다. 그곳에서 바티칸에서 온 구마사제 ‘안신부’(안성기)를 만나   자신의 상처 난 손에 특별한 힘이 있음을 깨닫게 되는 ‘용후’.  이를 통해 세상을 혼란에 빠뜨리는 악(惡)의 존재를 알게 되고, 강력한 배후이자 악을 퍼뜨리는 검은 주교 ‘지신’(우도환)을 찾아 나선 ‘안신부’와 함께 하게 되는데...!  악의 편에 설 것인가  악에 맞설 것인가  신의 사자가 온다!"
20187959,어릴 적부터 엄마와 함께 자신만의 테마파크를 만드는 것이 취미인 장난기 많고 상상력 풍부한 소녀 ‘준’은 어느 날 숲속에서 길을 잃고 헤매다 상상 속에서만 그리던 ‘원더랜드’를 발견하게 되는데...!
20183867,"머나먼 사막 속 신비의 아그라바 왕국의 시대.
 좀도둑 ‘알라딘’은 마법사 ‘자파’의 의뢰로 마법 램프를 찾아 나섰다가
 주인에게 세 가지 소원을 들어주는 지니를 만나게 되고,
 자스민 공주의 마음을 얻으려다 생각도 못했던 모험에 휘말리게 되는데…"
20193275,"서울을 시작으로 북미와 유럽까지 LOVE YOURSELF 투어를 마친 방탄소년단!
 전세계의 팬들과 함께 호흡하고 열광했던 유럽에서의 콘서트가 파리를 마지막으로 끝났다.
 
 그리고 모든 긴장이 풀어진 다음날, 파리의 작은 루프탑 테이블에서 멤버와 팬들에게 
 하지 못했던 그들만의 이야기를 나누는 작은 뒤풀이가 시작된다.
 
 방탄소년단의 솔직담백한 이야기를 한 테이블에 둘러 앉아 들을 수 있는
 설렘 가득한 시간이 펼쳐진다."
20175771,"어린 사자 ‘심바’는 프라이드 랜드의 왕인 아버지 ‘무파사’를
 야심과 욕망이 가득한 삼촌 ‘스카’의 음모로 잃고 왕국에서도 쫓겨난다.
 
 기억해라! 네가 누군지.
 
 아버지의 죽음에 대한 죄책감에 시달리던 ‘심바’는
 의욕 충만한 친구들 ‘품바’와 ‘티몬’의 도움으로 희망을 되찾는다. 
 어느 날 우연히 옛 친구 ‘날라’를 만난 ‘심바’는 과거를 마주할 용기를 얻고, 
 진정한 자신의 모습을 찾아 위대하고도 험난한 도전을 떠나게 되는데…"
20191741,"호시탐탐 알을 탐내는 식신돼마왕 ‘레너드’를 물리치고
 아싸에서 인싸가 된 버드랜드의 악동 히어로 ‘레드’
 평생 앙숙인 이들에게 ‘공공의 적’이 나타났다!
 
 얼음 공격을 퍼붓는 이글랜드의 예민 보스
 ‘제타’에 맞서기 위해 한 팀으로 뭉친 그들!
 과연 이들의 연합 작전은 성공할 수 있을까?
 
 어제는 적! 오늘은 친구? 아슬아슬한 팀플레이가 시작된다!"
20190741,"일본의 사죄를 받기 위한 김복동 할머니의 27년 간의 기나긴 여정
 포기할 수 없고, 포기해서도 안 될 희망을 위한 싸움
 결코 잊어서는 안될, 아직 끝나지 않은 이야기
 “희망을 잡고 살자. 나는 희망을 잡고 살아”"
20182490,"문자와 지식을 권력으로 독점했던 시대 모든 신하들의 반대에 무릅쓰고, 훈민정음을 창제했던 세종의 마지막 8년. 나라의 가장 고귀한 임금 ‘세종’과 가장 천한 신분 스님 ‘신미’가 만나 백성을 위해 뜻을 모아 나라의 글자를 만들기 시작한다. 모두가 알고 있지만 아무도 모르는 한글 창제의 숨겨진 이야기!  1443, 불굴의 신념으로 한글을 만들었으나 역사에 기록되지 못한 그들의 이야기가 시작된다."
20196309,"‘엔드게임’ 이후 변화된 세상,
 스파이더맨 ‘피터 파커’는 학교 친구들과 유럽 여행을 떠나게 된다.
 그런 그의 앞에 ‘닉 퓨리’가 등장해 도움을 요청하고
 정체불명의 조력자 ‘미스테리오’까지 합류하게 되면서
 전 세계를 위협하는 새로운 빌런 ‘엘리멘탈 크리쳐스’와 
 맞서야만 하는 상황에 놓이게 되는데…"
20192725,"19세기말 해적선과 함께 싱가포르 인근 바다에 가라앉았다고 전해지는
 전설의 보물 블루 사파이어 ‘감청의 권’이 모습을 드러내던 날,
 마리나 베이 샌즈 호텔에서 살인사건이 발생하고
 현장에는 피로 물든 괴도 키드의 예고장만이 남겨져 있다.
 하지만 그것은 모두를 뒤흔들 함정!
 
 절체절명에 빠진 괴도 키드는 마법 같은 술수로 여권이 없는 코난을 싱가포르로 데려간다.
 마침 싱가포르에서 개최되는 쿄고쿠 마코토의 가라테 대회를 보기 위한 란과 소노코까지 모두가 모이게 되고…
 
 코난 X 괴도 키드 X 쿄고쿠 마코토, 블루 사파이어 ‘감청의 권’
 그리고 가장 소중한 것을 지키기 위한 세 사람의 피할 수 없는 대결이 시작된다!"
20190002,"전직 기자 지금은 백수인 ‘프레드 플라스키’(세스 로건)는
 20년 만에 첫사랑 베이비시터 ‘샬롯 필드’(샤를리즈 테론)와 재회한다.
 
 그런데 그녀가!?
 미 최연소 국무 장관이자 세계에서 가장 영향력 있는 여성 중 한 명인 ‘샬롯’이
 바로 베이비시터 그녀라는 것은 믿기지 않지만 실화이다.
 
 인생에 공통점이라고는 1도 없는 두 사람.
 대선 후보로 출마를 준비 중인 ‘샬롯’은 모두의 예상을 깨고
 자신의 선거 캠페인 연설문 작가로 ‘프레드’를 고용한다.
 어디로 튈지 모르는 ‘프레드’ 때문에 선거 캠페인은 연일 비상인 가운데,
 뜻밖에 그의 스파크는 ‘샬롯’과의 로맨스로 튀어 버리는데...
 
 사고 치는데 천부적인 재능이 있는 남자,
 머리부터 발끝까지 완벽한 여자
 
 이 조합 실화?"
20184047,"장난감의 운명을 거부하고 떠난 새 친구 ‘포키’를 찾기 위해 길 위에 나선 ‘우디’는 우연히 오랜 친구 ‘보핍’을 만나고 그녀를 통해 새로운 세상에 눈을 뜨게 된다. 한편, ‘버즈’와 친구들은 사라진 ‘우디’와 ‘포키’를 찾아 세상 밖 위험천만한 모험을 떠나게 되는데…"
20183782,"전원백수로 살 길 막막하지만 사이는 좋은 기택(송강호) 가족. 장남 기우(최우식)에게 명문대생 친구가 연결시켜 준 고액 과외 자리는 모처럼 싹튼 고정수입의 희망이다. 온 가족의 도움과 기대 속에 박사장(이선균) 집으로 향하는 기우. 글로벌 IT기업 CEO인 박사장의 저택에 도착하자 젊고 아름다운 사모님 연교(조여정)가 기우를 맞이한다.  그러나 이렇게 시작된 두 가족의 만남 뒤로, 걷잡을 수 없는 사건이 기다리고 있었으니…"
20185353,"""기왕지사 이리 된 김에 사업을 해보는 게 어떻겠소?  내가 기생이 되겠단 말입니다!""  수려한 용모와 뛰어난 기예, 여심을 꿰뚫어 보는 타고난 천성의 꽃도령 ‘허색’. 그는 자신이 나고 자란 기방 ‘연풍각’이 폐업 위기에 처하자 조선 최초의 남자 기생이 되기로 결심한다.  기방결의로 맺어진 25세 괴짜 도인 ‘육갑’과 함께 기획부터 홍보까지 환상의 호흡을 자랑하며 단숨에 조선 최고의 여심스틸러로 등극한 ‘허색’.  입소문이 번지며 조선 사대부 여인들의 마음이 두근거리기 시작한다.   그러나, 승승장구한 것도 잠시 예기치 못한 인물의 등장으로 잘 나가던 ‘허색’의 사업은 삐거덕거리기 시작하는데…"
20185986,"아내가 죽은 그날의 진실을 찾고 싶은 ‘영훈’(송새벽)과 남편의 무죄를 밝히기 위해 그의 증언이 필요한 ‘다연’(유선).  ‘영훈’은 증언의 대가로 함께 진실을 찾자는 제안을 하고, ‘다연’은 남편을 구하기 위해 ‘영훈’과 사건을 쫓기 시작한다.  사건을 재구성하던 어느 날, ‘다연’은 ‘영훈’의 집에서 사라진 증거를 발견하고, ‘영훈’은 ‘다연’의 거짓말을 알게 된다.  그렇게 진실에 다가갈수록 서로를 향한 의심은 커져만 가는데…  의심을 숨긴 위험한 공조가 시작된다!"
20192222,"갑자기 알 수 없는 존재가 세상의 모든 소리를 집어 삼키고, 소리 내는 모든 인류는 공격을 당한다.
 청력을 잃은 소녀와 가족들만이 소리 없이 대화할 수 있는 그들만의 방법으로 살아남아 마지막 사투를 벌이게 되는데…
 
 공포가 들리는 순간, 거대한 재앙이 시작된다."
20191601,"평화로운 오후의 찻집, 엉덩이 탐정과 조수 브라운이 티타임을 즐기고 있을 때, 
 큰 쇼핑백을 든 뿌우람 씨가 들어온다. 
 마을에 새롭게 오픈하는 카레 가게의 사장인 뿌우람 씨는 
 카레 요리에 빠지면 안 되는 중요한 향신료 ‘알알살라’가 사라진 것을 알게 된다!
 “그게 없으면 카레를 만들 수 없어. 가게를 열 수 없어!” 
 충격으로 쓰러진 뿌우람 씨를 보고 엉덩이 탐정이 일어난다. 
 “저에게 맡겨 주십시오!”
 과연 엉덩이 탐정은 ‘화려한’ 추리로 사라진 향신료의 수수께끼에 다가설 수 있을까?
 
 <뿡뿡! 보라 부인의 암호 사건>도 함께 만나요!"
20192151,"90년에 한 번, 9일 동안 열리는 미드소마에 초대된 6명의 친구들
 선택된 자만이 즐길 수 있는 충격과 공포의 축제가 다시 시작된다"
20199951,"퇴마사 워렌 부부는 저주 받은 인형 애나벨을 발견하고
 집에 있는 오컬트 뮤지엄 진열장에 격리시킨다.
 또 다른 초자연적인 현상을 연구하기 위해 워렌 부부가 떠난 사이,
 집에 남아있던 10살 딸 주디와 베이비시터는
 ‘절대 들어가지 말라’는 경고를 어기고 마는데…
 탈출한 애나벨은 모든 악령들을 깨우고,
 잊을 수 없는 공포의 밤을 준비한다."
20196655,"전설이 된 킬러 ‘존 윅’ (키아누 리브스).
 룰을 어긴 죄로 그에게 현상금 1,400만 불이 붙고,
 전 세계 모든 킬러의 총구가 그를 향한다.
 
 국제암살자연맹의 파문 조치가 내려진 그는
 아무런 보호도 받지 못한 채 시시각각 위험에 직면하고
 결국, 마지막 전쟁을 위해 ‘소피아’(할리 베리)를 찾아가는데…
 
 출구는 없다! 평화를 원한다면, 전쟁을 준비하라!"
20198453,"거대 조직의 보스로 거침 없이 살고 있는 ‘장세출’은 철거 용역으로 나간 재건설 반대 시위 현장에서 만난 강단 있는 변호사 ‘강소현’의 일침으로  그녀가 원하는 ‘좋은 사람’이 되기로 마음 먹는다.  모든 것을 내려놓고 새사람이 되기 위해 노력하던 ‘장세출’은 우연히 버스 추락 사고에서 온 몸으로 시민을 구하며 일약 목포 영웅으로 떠오르게 되고, 예기치 못한 사건으로 국회의원에 출마하게 된다.  발로 뛰며 점점 시민의 마음을 움직인 ‘장세출’의 입지가 높아지자, 목포에서 3선을 노리던 반대파 후보 ‘최만수’는 ‘장세출’을 눈엣가시로 여기고 그를 저지하기 위해 ‘장세출’의 라이벌 조직 보스 ‘조광춘’과 손을 잡고 음모를 계획하는데…"
20190273,"희망도, 기쁨도 없는 멸망도시에서 살아가던 ‘크리스천’은
 어느 날, 한 권의 책을 통해 천국도시가 존재하며,
 곧 멸망도시가 불바다로 변할 것이라는 사실을 알게 된다.
 
 바깥세상은 죽음뿐이라는 모두의 만류를 뒤로하고
 ‘크리스천’은 천국도시를 찾아서 모험의 길로 접어 드는데…"
20182585,"대한민국을 뒤흔든 희대의 살인사건이 발생하고,  수단과 방법을 가리지 않고 범인을 잡아온 강력반 에이스 ‘한수’(이성민)는 후배 형사 '종찬'(최다니엘)과 범인을 잡기 위해 수사를 시작한다.  한편, 마약 브로커 '춘배'(전혜진)는 살인을 은폐해주는 대가로  '한수'에게 살인마에 대한 결정적인 단서를 제공하고 '한수'의 라이벌 형사 '민태'(유재명)가 이 사실을 눈치채면서 사건은 걷잡을 수 없는 방향으로 흘러가는데...!  살인마를 잡기 위해 살인을 감추다 누가 진짜 괴물인가? WHO IS THE BEAST?"
20192591,"< KIM > 13min
 이 영상은 오직 인터넷에 떠도는 저작권이 자유로운 자료들의 모임으로만 만들어졌다. 그들이 함께 어울려져 살아가고 있는 허구의 세계와 그들이 딛고 있는 보이지 않는 층(green screen)에 대해 표현해보고자 했다. 
 
 <삼제왕풀이> 5min
 아들을 낳기 위한 굿을 하는 집, 효진은 엄마를 괴롭히는 굿을 저지하려고 한다.
 
 <안나> 21min
 외로운 유년시절을 보낸 안나에게 영화는 친구 같은 존재다. 스스로를 영화로 위로하며 살아온 안나는 영화를 볼 때마다 하고 싶은 것이 바뀐다. 복싱, 피아노, 이번엔 탭댄스다. 탭댄스 대회를 나가기 위한 10만원, 하루 종일 편의점에서 일하는 엄마를 졸라보지만 엄마의 반응은 냉담할 뿐이다. 
 
 <아버지가방에들어가신다!> 17min
 아버지가 식물인간이 되었다. 딸은 아버지의 기억이 담긴 로봇을 가방에 넣고 함께 다닌다. 아직은 어색한 딸과 로봇 아버지의 이야기! 
 
 <거리의 가능한 불행들> 35min
 오랜 시간이 흘렀다. 그리고 어떤 과거들은 쉽게 사라지지 않는다. 형제는 20년 만에 사건이 일어났던 장소로 향한다.."
20192022,"뉴욕에 살고 있는 젊은 여성 ‘프랜시스’는 지하철에서 주인 없는 핸드백을 줍는다. 
 가방의 주인은 혼자 살고 있는 중년의 여인  ‘그레타’.
 
 엄마를 잃은 상실감에 빠져있던 프랜시스는 핸드백을 찾아주면서 그레타와 빠르게 가까워진다.
 저녁식사에 초대받은 프랜시스는 우연히 그레타가 핸드백을 미끼로 
 젊은 여성들과 친해진다는 소름끼치는 사실을 알게된다.
 
 그레타는 프랜시스를 집요하게 쫓아다니며 본색을 드러내기 시작하는데…"
20196657,"자신의 모습을 감추고 오랜 시간 지구를 위협해 온 외계인을 감시하는 MIB본부.
 MIB 본부에도 변화가 요구되면서 신입요원 에이전트 M(테사 톰슨)이 영입되고
 MIB 에이스 요원 에이전트 H(크리스 헴스워스)가 듀오로 결성 된다!
 그들에겐 MIB 내부의 스파이를 찾아야 하는 전대미문의 미션이 주어지는데…"
20190885,"생일 선물로 꼭 갖고 싶었던 인형을 받게 된 ‘앤디’ 늘 혼자였던 그에게 ‘처키’는 유일한 친구가 되어준다. 가장 친한 친구 ‘앤디’를 소유하고 싶은 처키는  점차 사악한 본성을 드러내기 시작하는데…  “우리, 이제 놀 시간이야”"
20182387,"어린 시절 비극적 교통사고로 자신의 능력을 알게 된 진 그레이는
 자비에 영재학교에서 새로운 가족을 맞이하게 된다.
 엄청난 잠재적 능력을 지닌 그녀는 엑스맨으로 성장해 우주에서 구조 임무를 수행하던 중
 목숨을 잃을 뻔한 사고를 겪는다. 예기치 못한 사고 이후 폭주하는 힘과
 억눌려왔던 어둠에 눈을 뜨게 된 진 그레이는 엑스맨의 가장 강력하고 파괴적인 적,
 다크 피닉스로 변하게 된다. 프로페서 X는 물론 매그니토까지 능가하는 두려운 존재가 된 그녀 앞에
 힘을 이용하려는 미스터리한 외계 존재가 나타나 그녀를 뒤흔들고,
 지금까지 엑스맨이 이뤄온 모든 것들이 무너지는 가운데
 엑스맨은 사랑하는 친구이자 가장 강력한 적이 된 다크 피닉스와 맞서야 하는데…"
20190466,"남녀 차별이 당연시되던 시대에 태어난 ‘긴즈버그’는 1950년대 하버드대학교 로스쿨에서
 전체 학생의 단 2%에 해당하는 9명의 여학생 중 한 명으로서 수석졸업을 하고 두 아이를 키우며 법대 교수가 된다.
 그리고 1970년대, 우연히 남성 보육자와 관련된 한 사건을 접하게 된다.
 긴즈버그는 이것이 남성의 역차별 사건이며 성차별의 근원을 무너뜨릴 수 있는, 50년 전쟁의 포문을 열 열쇠임을 직감한다.
 
 모두가 도저히 이길 수 없는 싸움, 패배가 확정된 재판이라 말렸지만, 긴즈버그는 남편과 딸의 지지에 힘입어 178건의 합법적 차별을 무너뜨릴 세기의 재판에 나서는데…
 
 세상을 바꿀 위대한 용기,
 모두의 평등을 위한 결정적 반전이 시작된다!"
19880001,"도시를 떠나 시골로 이사 온 ‘사츠키’와 ‘메이’는 우연히 숲속에 살고 있는 신비로운 생명체 ‘토토로’를 만나 신비한 모험을 함께 한다. 
 그러던 어느 날, 어머니의 병원에서 위태로운 소식이 도착하고 언니 ‘사츠키’가 정신없이 아빠에게 연락을 취하는 와중에 ‘메이’가 행방불명 되는데…"
20191401,"떳떳한 가장이 되기 위해 직장이 필요한 ‘델’(케빈 하트)은
 24시간 케어가 필요한 뉴욕의 주식부자 ‘필립’(브라이언 크랜스톤)과 면접을 본다.
 ‘이본’(니콜 키드먼)은 전과자에 무신경한 ‘델’이 못마땅하지만
 ‘필립’은 자신을 동정하지 않는 ‘델’을 채용한다. 
 입 떡 벌어지는 주급에 좋은 가장이 될 수 있다는 꿈에 부푼 ‘델’,
 기쁨도 잠시.. 첫 날부터 X센 극한직업이 시작되는데.."
20198291,"천재적인 음악성과 독보적인 노래로 세상을 뒤흔들며 대중을 사로잡은 ‘엘튼 존’(태런 에저튼).
 연이은 히트곡 발매와 환상적인 무대 퍼포먼스, 화려한 패션으로 가장 빛나는 시대의 아이콘으로 자리잡는다.
 그러나 인생 최고의 순간, 어린 시절부터 자신의 진가를 알아봐주지 못한 부모에 대한 상처와 사랑했던 친구의 배신에 무대 뒤에 숨겨진 또 다른 자신과 마주하게 되는데…"
20184889,인피니티 워 이후 절반만 살아남은 지구 마지막 희망이 된 어벤져스 먼저 떠난 그들을 위해 모든 것을 걸었다!  위대한 어벤져스 운명을 바꿀 최후의 전쟁이 펼쳐진다!
20188941,"우연히 연쇄살인마의 표적이 되었다 살아난 조직 보스 장동수와  범인잡기에 혈안이 된 강력반 미친개 정태석.  타협할 수 없는 두 사람이 연쇄살인마 K를 잡기 위해 손잡는다.   표적은 하나, 룰도 하나! 먼저 잡는 놈이 갖는다!"
20184865,"고질라의 샌프란시스코 공격으로 인해 아들을 잃은 상처로 엠마와 마크, 딸 매디슨 가족은 슬픔 속에 살고 있다.
 미지의 생물을 연구하는 모나크 소속 과학자인 엠마는
 또 다른 공격에 대비해 거대 괴수와 소통하는 주파수를 발견한다.
 그러나 괴수들을 조종해 지구를 초토화 시키려는 테러 세력에게 딸 매디슨과 납치되고,
 주파수로 모스라, 로단, 기도라 등 고대 괴수들이 하나 둘 깨어난다.
 역대급 재난 상황에서 인류의 생존 자체조차 불투명해지고,
 여기에 강력한 고질라의 등장으로 괴수들의 대결은 새로운 국면을 맞이한다.
 또 다시 최악의 위기를 맞은 가족들은 어떻게든 함께 위험을 헤쳐나가야만 하는데..."
20199063,"평화롭던 바다 왕국. 어느 날, 정체불명의 해저몬스터가 출몰해 화물선을 잇달아 파괴하며 바다왕국을 온통 공포로 몰아넣는다. 용감한 아기상어 메이와 바닷속 친구들은 몬스터를 잡기 위해 동화 속 해저2만리로 탐험을 떠나기로 한다. 하지만 탐험을 시작하기도 전에 메이가 그만 해저몬스터에게 납치되고 마는데… 아빠상어 빅샤크와 꼬마잠수함 올리와 베스, 수달 보보, 그리고 해마친구들은 위험에 빠진 아기상어를 구하기 위해 깊은 바다 밑 해저 2만리 속으로 신비하고도 짜릿한 모험을 시작한다!"
20188144,"에디슨의 마지막 발명품, 유령 탐지기? “증명할 수 없는 미스터리란 없다” 가지 말라는 곳에 가야 하는 이유가 있다  세상에 일어나는 초자연 미스터리를 분석하는 동아리 0.0MHz 멤버들이 귀신을 부르는 주파수를 증명하기 위해 우하리의 한 흉가를 찾은 후 기이한 현상이 멈추지 않는데…"
20184082,"마약단속반의 에이스 여형사 콤비 ‘아야카’와 ‘유리에’. 
 두 사람은 집안환경, 성격, 수사 방식, 그리고 섹스까지 완전히 정반대지만, 
 완벽한 호흡으로 수많은 범죄자들을 체포한 검거율 최고의 수사관이다. 
 최근 신형 마약 생산과 유통 경로를 쫓는 두 사람의 수사선상에 오른 것은 ‘아야카’의 경찰동기이자 버진 브레이커 첫 남자 ‘호시’였다. 
 수사관으로서의 사명과 다시 타오르는 사랑 사이에서 흔들리는 ‘아야카’. 
 한편, 자유분방하게 남자들과 관계를 맺던 ‘유리에‘에게도 운명적 만남이라는 위험이 다가오는데..."
20199448,당신에게 찾아온 뜨거운 질문! “당신은 이 아이를 외면하시겠습니까?”  인생 최대 목표는 오직 성공뿐인 변호사 ‘정엽’ 주변에 무관심한 그에게 ‘다빈’과 ‘민준’ 남매가 자꾸 귀찮게 얽힌다. 오랫동안 기다렸던 대형 로펌 합격 소식을 듣게 된 ‘정엽’은 믿을 수 없는 사실을 알게 된다. 10살 소녀 ‘다빈’이 7살 남동생을 죽였다는 충격적인 자백 뒤늦게 미안함을 느낀 ‘정엽’은 자신의 모든 것을 걸고 ‘다빈’의 엄마 ‘지숙’에게 숨겨진 진실을 밝히려고 하는데…
20198597,"""하나님, 저희 가정 이러다 다 죽게 생겼습니다. 주님 살려주세요…""
 
 딸 아이를 출산하고, 산후조리원에서 나오는 날 들려온 남편의 4기 대장암 소식, 
 갑작스러운 어머니의 죽음, 항암치료가 종료된 지 일주일도 채 안되어 알게 된 
 아내의 4기 혈액암… 잠시도 숨 쉴 틈 없이 밀려오는 고난에 부부는 깊은 탄식과 
 함께 기도로 매달리는 것밖에는 할 수 없었다. 
 
 ""내 안의 나는 죽고 오직 예수님만 사는 삶…""
 
 마치 '욥'과도 같은 인생. 이해할 수조차 없는 기막힌 상황에도 남편 이관희는 
 그 누구도 원망하지 않고 절대로 '주님'에 대한 신뢰를 거두지 않았다. 
 삶과 죽음의 경계에 서 있는 그는 무엇을 바라보았을까. 어떻게 그런 고백을 할 수 있었을까.
 하루라도 더 '온전한' 삶을 살기 위해 몸부림쳐갔던 이관희 집사의 순전한 믿음이 스크린을 통해서 펼쳐진다."
20199822,"어느 날, 간절히 아기를 원하던 부부에게 찾아온
 다른 세계의 소년 ‘브랜든’
 부모의 보살핌 속에 평범하게 자라던 중
 자신에게 숨겨진 강력한 힘을 깨닫게 되면서
 인류를 위협할 사악한 본성을 드러내기 시작하는데…
 
 그는 과연 축복인가, 재앙인가?"
20187981,"밤늦게 귀가하는 여성을 강간했다는 죄목으로 기소된 어느 막노동자에 대한 재판. 최종 변론이 끝난 후 7명의 배심원들이 피고인의 유무죄를 놓고 각자의 편견을 드러내며 토론을 벌인다. 
 
 제6회 속초국제장애인영화제 대상 (2019)
 제2회 제주혼듸독립영화제 배우 고서희 연기상 (2019)"
20198598,"기억을 잃은 채 깨어난 피카츄, 난 누구? 여긴 어디? 
   유일한 단서는 탐정모자에 적힌 해리란 이름과 주소. 
   주소 속 아파트에서 자신의 말을 유일하게 알아 듣는, 
   실종된 해리의 아들 팀 굿맨을 만나게 된다. 
   명탐정의 촉으로 이건 그야말로 대.박.사.건! 
   사라진 아빠를 찾기 위해 피카츄와 떠나는 기상천외한 모험이 시작된다. 
   피카피카!"
20185784,"비상한 두뇌를 가졌지만 동생 ‘동구’ 없이는 아무 데도 못 가는 형 ‘세하’(신하균), 뛰어난 수영실력을 갖췄지만 형 ‘세하’ 없이는 아무것도 못 하는 동생 ‘동구’(이광수). 이들은 피 한 방울 섞이지 않았지만 20년 동안 한 몸처럼 살아온 ‘특별한 형제’다.  어느 날 형제의 보금자리 ‘책임의 집’을 운영하던 신부님이 돌아가시자 모든 지원금이 끊기게 되고, 각각 다른 장애를 가진 두 사람은 헤어질 위기에 처하고 만다.  세하는 ‘책임의 집’을 지키고 동구와 떨어지지 않기 위해 구청 수영장 알바생이자 취준생 ‘미현’(이솜)을 수영코치로 영입하고, 동구를 수영대회에 출전시켜 사람들의 이목을 집중시키는 데 성공한다.  헤어지지 않을 수 있다는 희망을 본 것도 잠시, 예상치 못한 인물이 형제 앞에 등장하면서 형제는 새로운 위기를 겪게 되는데...!"
20198183,"전설 속 보물을 찾아 떠난 뽀로로와 친구들은
 우연히 손에 넣은 지도를 따라 신비의 보물섬에 도착한다.
 
 그곳에서 사라진 실버 선장을 만나
 비밀을 간직한 보물섬의 수수께끼를 풀어내지만,
 악당 블랙 선장과 보물섬의 괴물로 인해 위기에 빠지는데...
 
 과연 뽀로로와 친구들은 전설의 보물을 찾을 수 있을까?"
