movieCd,image_url,userRating,link
20191601,https://ssl.pstatic.net/imgmovie/mdi/mit110/1837/183783_P16_105340.jpg,3.90,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183783
20192151,https://ssl.pstatic.net/imgmovie/mdi/mit110/1820/182014_P36_101012.jpg,6.59,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182014
20199951,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183850_P16_113434.jpg,6.25,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183850
20196655,https://ssl.pstatic.net/imgmovie/mdi/mit110/1816/181698_P38_102749.jpg,8.04,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181698
20198453,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179125_P44_162751.jpg,7.57,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179125
20190273,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183836_P33_161902.jpg,8.72,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183836
20182585,https://ssl.pstatic.net/imgmovie/mdi/mit110/1798/179875_P37_142918.jpg,5.21,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179875
20192591,https://ssl.pstatic.net/imgmovie/mdi/mit110/1836/183666_P01_135734.jpg,0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183666
20192022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167633_P18_100754.jpg,6.79,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167633
20196657,https://ssl.pstatic.net/imgmovie/mdi/mit110/0976/97631_P49_094859.jpg,5.12,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97631
20190885,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183820_P08_141424.jpg,6.75,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183820
20182387,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164125_P65_143635.jpg,5.99,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164125
20190466,https://ssl.pstatic.net/imgmovie/mdi/mit110/1378/137865_P17_113027.jpg,8.90,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137865
19880001,https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/18781_P40_110031.jpg,9.26,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18781
20191401,https://ssl.pstatic.net/imgmovie/mdi/mit110/1670/167053_P13_111013.jpg,8.62,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167053
20198291,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181704_P35_105923.jpg,8.06,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181704
20184889,https://ssl.pstatic.net/imgmovie/mdi/mit110/1369/136900_P57_104126.jpg,9.38,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136900
20188941,https://ssl.pstatic.net/imgmovie/mdi/mit110/1779/177967_P50_114447.jpg,7.89,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177967
20184865,https://ssl.pstatic.net/imgmovie/mdi/mit110/1373/137327_P17_171853.jpg,6.94,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137327
20199063,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183870_P25_095540.jpg,7.96,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183870
20188144,https://ssl.pstatic.net/imgmovie/mdi/mit110/1773/177371_P20_114332.jpg,5.01,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177371
20184082,https://ssl.pstatic.net/imgmovie/mdi/mit110/1868/186899_P01_111320.jpg,7.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186899
20199448,https://ssl.pstatic.net/imgmovie/mdi/mit110/1801/180169_P64_101528.jpg,9.02,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180169
20198597,https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183132_P05_134901.jpg,9.27,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183132
20199822,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181701_P09_111143.jpg,4.90,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181701
20187981,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181701_P09_111143.jpg,0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190001
20198598,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167657_P03_163928.jpg,8.09,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167657
20185784,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175366_P31_101140.jpg,8.91,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175366
20198183,https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183136_P10_134628.jpg,9.28,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183136
20185384,https://ssl.pstatic.net/imgmovie/mdi/mit110/1650/165022_P15_153454.jpg,9.09,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165022
20197503,https://ssl.pstatic.net/imgmovie/mdi/mit110/1515/151550_P22_095949.jpg,6.86,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151550
20197147,https://ssl.pstatic.net/imgmovie/mdi/mit110/1820/182012_P08_135215.jpg,9.09,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182012
20169323,https://ssl.pstatic.net/imgmovie/mdi/mit110/1488/148863_P10_094956.jpg,8.34,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148863
20183096,https://ssl.pstatic.net/imgmovie/mdi/mit110/1885/188525_P01_152424.jpg,0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188525
20181877,https://ssl.pstatic.net/imgmovie/mdi/mit110/1326/132623_P22_133853.jpg,6.75,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132623
20060347,https://ssl.pstatic.net/imgmovie/mdi/mit110/0493/49336_P59_105053.jpg,7.91,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49336
20199736,https://ssl.pstatic.net/imgmovie/mdi/mit110/1842/184253_P10_155905.jpg,8.74,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184253
20183454,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180399_P00_154546.jpg,6.83,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180399
20180825,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171785_P84_181225.jpg,8.31,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171785
20198982,https://ssl.pstatic.net/imgmovie/mdi/mit110/1598/159845_P12_102707.jpg,8.80,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159845
19990220,https://ssl.pstatic.net/imgmovie/mdi/mit110/0248/24830_P18_133358.jpg,9.07,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24830
20176103,https://ssl.pstatic.net/imgmovie/mdi/mit110/1852/185267_P03_110346.jpg,4.88,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185267
20198104,https://ssl.pstatic.net/imgmovie/mdi/mit110/1904/190433_P01_173504.jpg,0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168045
20185406,https://ssl.pstatic.net/imgmovie/mdi/mit110/1642/164200_P05_105455.jpg,6.83,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164200
20182501,https://ssl.pstatic.net/imgmovie/mdi/mit110/1736/173667_P27_101947.jpg,5.17,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173667
20198844,https://ssl.pstatic.net/imgmovie/mdi/mit110/1830/183063_P01_142452.jpg,0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168096
20196244,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140649_P11_111034.jpg,5.83,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140649
20185352,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181414_P24_174349.jpg,6.79,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181414
20197423,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181419_P28_165542.jpg,4.89,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181419
20183773,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180381_P17_103533.jpg,8.21,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180381
20198403,https://ssl.pstatic.net/imgmovie/mdi/mit110/1819/181912_P10_135327.jpg,8.99,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181912
20196025,https://ssl.pstatic.net/imgmovie/mdi/mit110/1637/163787_P33_174808.jpg,8.92,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163787
20197092,https://ssl.pstatic.net/imgmovie/mdi/mit110/1823/182348_P02_174720.jpg,9.31,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182348
20198146,https://ssl.pstatic.net/imgmovie/mdi/mit110/1715/171533_P29_143351.jpg,8.67,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171533
20197846,https://ssl.pstatic.net/imgmovie/mdi/mit110/1535/153580_P24_103637.jpg,5.78,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153580
20175407,https://ssl.pstatic.net/imgmovie/mdi/mit110/1619/161984_P61_144815.jpg,3.93,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161984
20166301,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152624_P34_161443.jpg,5.90,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152624
20197483,https://ssl.pstatic.net/imgmovie/mdi/mit110/1824/182407_P00_105405.jpg,8.34,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182407
20197283,https://ssl.pstatic.net/imgmovie/mdi/mit110/1804/180425_P19_175210.jpg,7.62,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180425
20197356,https://ssl.pstatic.net/imgmovie/mdi/mit110/1799/179974_P01_153621.jpg,8.81,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179974
20198603,https://ssl.pstatic.net/imgmovie/mdi/mit110/1692/169263_P01_094955.jpg,7.96,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169263
20197617,https://ssl.pstatic.net/imgmovie/mdi/mit110/1490/149022_P12_110503.jpg,6.99,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149022
20184574,https://ssl.pstatic.net/imgmovie/mdi/mit110/1715/171539_P26_135622.jpg,9.61,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171539
20196601,https://ssl.pstatic.net/imgmovie/mdi/mit110/1823/182360_P11_140223.jpg,8.62,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182360
20182530,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167651_P106_141030.jpg,8.52,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167651
