movieCd,rank,audiAcc,movieNm,movieNmEn,openDt,genre1,genre2,genre3,audits,image_url,userRating,link
20199448,8,193949,어린 의뢰인,My First Client,20190522.0,드라마,가족,SF,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1801/180169_P64_101528.jpg,9.02,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180169
20198597,9,65399,교회오빠,A Job Who Is near Us,20190516.0,다큐멘터리,가족,SF,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183132_P05_134901.jpg,9.27,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183132
20199822,10,88511,더 보이,Brightburn,20190523.0,공포(호러),SF,SF,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181701_P09_111143.jpg,4.9,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181701
20187981,6,270270,배심원들,Juror 8,20190515.0,드라마,SF,SF,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181701_P09_111143.jpg,0.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190001
20198598,8,680420,명탐정 피카츄,Pokemon Detective Pikachu,20190509.0,액션,어드벤처,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167657_P03_163928.jpg,8.09,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167657
20185784,9,1462434,나의 특별한 형제,Inseparable Bros,20190501.0,드라마,코미디,코미디,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175366_P31_101140.jpg,8.91,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175366
20198183,7,752508,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,20190425.0,애니메이션,가족,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183136_P10_134628.jpg,9.28,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183136
20185384,8,61163,호텔 뭄바이,Hotel Mumbai,20190508.0,스릴러,가족,코미디,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1650/165022_P15_153454.jpg,9.09,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165022
20197503,10,19684,서스페리아,Suspiria,20190516.0,공포(호러),가족,코미디,청소년관람불가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1515/151550_P22_095949.jpg,6.86,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151550
20197147,9,50816,어글리 돌,UglyDolls,20190501.0,애니메이션,가족,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1820/182012_P08_135215.jpg,9.09,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182012
20169323,10,25540,안도 타다오,Samurai Architect Tadao Ando,20190425.0,다큐멘터리,가족,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1488/148863_P10_094956.jpg,8.34,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148863
20183096,6,1191113,생일,Birthday,20190403.0,드라마,가족,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1885/188525_P01_152424.jpg,0.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188525
20181877,7,5796057,캡틴 마블,Captain Marvel,20190306.0,액션,어드벤처,SF,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1326/132623_P22_133853.jpg,6.75,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132623
20060347,9,482408,판의 미로 - 오필리아와 세 개의 열쇠,Pan's Labyrinth,20061130.0,드라마,판타지,전쟁,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/0493/49336_P59_105053.jpg,7.91,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49336
20199736,10,10180,프렌즈: 둥지탈출,Manou the Swift,20190501.0,애니메이션,어드벤처,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1842/184253_P10_155905.jpg,8.74,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184253
20183454,4,197125,요로나의 저주,The Curse of La Llorona,20190417.0,공포(호러),어드벤처,코미디,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180399_P00_154546.jpg,6.83,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180399
20180825,5,279305,미성년,Another Child,20190411.0,드라마,어드벤처,코미디,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171785_P84_181225.jpg,8.31,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171785
20198982,6,90320,크게 될 놈,,20190418.0,드라마,어드벤처,코미디,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1598/159845_P12_102707.jpg,8.8,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159845
19990220,8,49958,노팅 힐,Notting Hill,19990703.0,멜로/로맨스,코미디,코미디,12세관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/0248/24830_P18_133358.jpg,9.07,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24830
20176103,9,3388756,돈,Money,20190320.0,범죄,코미디,코미디,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1852/185267_P03_110346.jpg,4.88,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185267
20198104,10,131698,바이스,VICE,20190411.0,드라마,코미디,코미디,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1904/190433_P01_173504.jpg,0.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168045
20185406,4,311910,헬보이,Hellboy,20190410.0,액션,어드벤처,판타지,청소년관람불가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1642/164200_P05_105455.jpg,6.83,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164200
20182501,8,46139,왓칭,Watching,20190417.0,공포(호러),스릴러,판타지,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1736/173667_P27_101947.jpg,5.17,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173667
20198844,10,83953,아이 엠 마더,Peppermint,20190411.0,액션,드라마,스릴러,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1830/183063_P01_142452.jpg,0.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168096
20196244,5,636971,샤잠!,SHAZAM!,20190403.0,액션,드라마,스릴러,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140649_P11_111034.jpg,5.83,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140649
20185352,6,1450902,어스,Us,20190327.0,공포(호러),스릴러,스릴러,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181414_P24_174349.jpg,6.79,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181414
20197423,7,87134,공포의 묘지,Pet Sematary,20190410.0,공포(호러),스릴러,스릴러,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181419_P28_165542.jpg,4.89,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181419
20183773,8,390548,장난스런 키스,Fall in Love at First Kiss,20190327.0,멜로/로맨스,스릴러,스릴러,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180381_P17_103533.jpg,8.21,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180381
20198403,10,67395,파이브 피트,Five Feet Apart,20190410.0,드라마,멜로/로맨스,스릴러,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1819/181912_P10_135327.jpg,8.99,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181912
20196025,7,296253,덤보,Dumbo,20190327.0,가족,판타지,스릴러,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1637/163787_P33_174808.jpg,8.92,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163787
20197092,8,46938,로망,Romang,20190403.0,멜로/로맨스,판타지,스릴러,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1823/182348_P02_174720.jpg,9.31,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182348
20198146,9,35223,콜레트,COLETTE,20190327.0,드라마,판타지,스릴러,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1715/171533_P29_143351.jpg,8.67,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171533
20197846,6,254449,악질경찰,Jo Pil-ho: The Dawning Rage,20190320.0,범죄,드라마,스릴러,청소년관람불가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1535/153580_P24_103637.jpg,5.78,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153580
20175407,7,175481,우상,Idol,20190320.0,스릴러,드라마,스릴러,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1619/161984_P61_144815.jpg,3.93,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161984
20166301,8,26086,썬키스 패밀리,Sunkist Family,20190327.0,가족,멜로/로맨스,코미디,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152624_P34_161443.jpg,5.9,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152624
20197483,9,46858,1919 유관순,1919 Yu-kwan-sun,20190314.0,다큐멘터리,멜로/로맨스,코미디,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1824/182407_P00_105405.jpg,8.34,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182407
20197283,4,544462,이스케이프 룸,The Escape Room,20190314.0,액션,공포(호러),스릴러,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1804/180425_P19_175210.jpg,7.62,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180425
20197356,6,93476,라스트 미션,The Mule,20190314.0,드라마,공포(호러),스릴러,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1799/179974_P01_153621.jpg,8.81,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179974
20198603,7,24340,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,Fate/stay night [Heaven's Feel] II.lost butterfly,20190321.0,애니메이션,액션,판타지,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1692/169263_P01_094955.jpg,7.96,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169263
20197617,8,22534,정글북: 마법 원정대,Savva,20190321.0,애니메이션,어드벤처,판타지,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1490/149022_P12_110503.jpg,6.99,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149022
20184574,9,409871,그린 북,Green Book,20190109.0,드라마,어드벤처,판타지,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1715/171539_P26_135622.jpg,9.61,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171539
20196601,10,1143977,항거:유관순 이야기,A Resistance,20190227.0,드라마,어드벤처,판타지,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1823/182360_P11_140223.jpg,8.62,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182360
20182530,5,16243231,극한직업,Extreme Job,20190123.0,코미디,어드벤처,판타지,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167651_P106_141030.jpg,8.52,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167651
20185881,7,2519150,증인,Innocent Witness,20190213.0,드라마,어드벤처,판타지,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1773/177374_P100_112832.jpg,9.08,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177374
20177539,8,2389760,사바하,SVAHA : THE SIXTH FINGER,20190220.0,미스터리,스릴러,판타지,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1670/167099_P13_101134.jpg,7.23,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167099
20196723,10,18305,숲속왕국의 꿀벌 여왕,Tall Tales,20190314.0,애니메이션,어드벤처,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1822/182206_P12_121114.jpg,8.66,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182206
20180937,7,133508,더 페이버릿: 여왕의 여자,THE FAVOURITE,20190221.0,드라마,어드벤처,코미디,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1489/148909_P29_164758.jpg,8.76,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148909
20177282,8,16489,리노,Lino - Adventure of Seven Lives,20190307.0,애니메이션,어드벤처,가족,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1709/170953_P08_140411.jpg,8.07,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170953
20176442,9,168884,자전차왕 엄복동,Race to Freedom : Um Bok Dong,20190227.0,드라마,어드벤처,가족,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1590/159070_P13_114738.jpg,3.84,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159070
20195743,10,281705,신데렐라:마법 반지의 비밀,Cinderella and The Secret Prince,20190220.0,애니메이션,판타지,가족,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1819/181959_P11_114544.jpg,6.33,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181959
20195791,7,70827,"어쩌다, 결혼",Trade Your Love,20190227.0,멜로/로맨스,코미디,가족,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167629_P17_105046.jpg,4.46,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167629
20186261,8,1498759,드래곤 길들이기 3,How to Train Your Dragon 3,20190130.0,애니메이션,코미디,가족,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1091/109193_P21_103935.jpg,9.24,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109193
20188282,10,1946206,알리타: 배틀 엔젤,Alita: Battle Angel,20190205.0,액션,어드벤처,멜로/로맨스,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/0667/66728_P38_102726.jpg,8.69,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66728
20195915,6,392397,해피 데스데이 2 유,Happy Death Day 2 U,20190214.0,공포(호러),코미디,멜로/로맨스,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181411_P02_101349.jpg,7.36,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181411
20020222,8,79301,해리포터와 비밀의 방,Harry Potter And The Chamber Of Secrets,20021213.0,드라마,코미디,멜로/로맨스,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/0339/C3930-06.jpg,8.86,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33930
20185576,9,78303,콜드 체이싱,Cold Pursuit,20190220.0,액션,코미디,멜로/로맨스,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181409_P30_100656.jpg,6.65,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181409
20184888,10,199519,메리 포핀스 리턴즈,Mary Poppins Returns,20190214.0,판타지,뮤지컬,멜로/로맨스,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1511/151151_P24_105029.jpg,8.15,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151151
20174169,5,216254,기묘한 가족,THE ODD FAMILY : ZOMBIE ON SALE,20190213.0,코미디,가족,멜로/로맨스,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1690/169078_P66_101231.jpg,6.04,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169078
20180868,8,1821147,뺑반,Hit-and-Run Squad,20190130.0,범죄,액션,멜로/로맨스,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164173_P45_171744.jpg,6.01,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164173
20162003,9,83376,명탐정 코난:전율의 악보,Detective Conan: Full Score of Fear,20190214.0,애니메이션,미스터리,멜로/로맨스,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/0482/48233_P05_140218.jpg,8.27,https://movie.naver.com/movie/bi/mi/basic.nhn?code=48233
20185478,10,558144,극장판 헬로카봇: 옴파로스 섬의 비밀,Hello Carbot The Movie: The Secret of Omphalos Island,20190131.0,애니메이션,미스터리,멜로/로맨스,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1815/181554_P23_112202.jpg,8.74,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181554
20185444,6,71030,레고 무비2,The Lego Movie 2: The Second Part,20190206.0,애니메이션,액션,어드벤처,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125438_P06_114959.jpg,8.73,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125438
20184105,7,2848736,말모이,MAL·MO·E: The Secret Mission,20190109.0,드라마,액션,어드벤처,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167699_P40_175859.jpg,9.09,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167699
20185124,8,342366,러브 유어셀프 인 서울,LOVE YOURSELF IN SEOUL,20190126.0,공연,액션,어드벤처,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1802/180220_P01_102406.jpg,9.3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180220
20184896,10,87787,가버나움,Capharnaum,20190124.0,드라마,액션,어드벤처,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174830_P17_104205.jpg,9.6,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174830
20176251,7,1910802,내안의 그놈,The Dude in Me,20190109.0,판타지,코미디,어드벤처,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164172_P08_114039.jpg,8.18,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164172
20189463,10,1754950,주먹왕 랄프 2: 인터넷 속으로,Ralph Breaks the Internet,20190103.0,애니메이션,어드벤처,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152632_P19_104759.jpg,8.66,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152632
20182544,6,452460,글래스,Glass,20190117.0,드라마,미스터리,SF,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1898/189868_P01_174310.jpg,0.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189868
20186324,7,176837,언더독,Underdog,20190116.0,애니메이션,미스터리,SF,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1443/144318_P19_100103.jpg,9.31,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144318
20185485,8,9910706,보헤미안 랩소디,Bohemian Rhapsody,20181031.0,드라마,미스터리,SF,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156464_P49_182103.jpg,9.42,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156464
20189385,10,30571,몬스터 파크,Here Comes the Grump,20190123.0,애니메이션,어드벤처,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168056_P10_100606.jpg,7.24,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168056
20180290,6,5019235,아쿠아맨,AQUAMAN,20181219.0,액션,어드벤처,코미디,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168056_P10_100606.jpg,10.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151153
20183915,7,379569,극장판 공룡메카드: 타이니소어의 섬,,20190110.0,애니메이션,어드벤처,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180372_P16_101254.jpg,9.14,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180372
20182588,9,77985,미래의 미라이,MIRAI,20190116.0,애니메이션,어드벤처,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172137_P12_134909.jpg,6.02,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172137
20186281,8,1553491,범블비,Bumblebee,20181225.0,액션,어드벤처,SF,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164139_P12_153521.jpg,8.08,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164139
20170658,9,1665200,PMC: 더 벙커,Take Point,20181226.0,액션,어드벤처,SF,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1660/166092_P35_104446.jpg,5.2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166092
20175547,10,1462873,스윙키즈,Swing Kids,20181219.0,드라마,어드벤처,SF,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164101_P62_155759.jpg,8.37,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164101
20183785,7,521053,점박이 한반도의 공룡2 : 새로운 낙원,,20181225.0,애니메이션,어드벤처,SF,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180379_P32_111508.jpg,9.13,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180379
20184187,8,172338,언니,No Mercy,20190101.0,액션,어드벤처,SF,청소년관람불가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1874/187444_P01_113615.jpg,8.33,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187444
20182421,10,543813,그린치,The Grinch,20181219.0,애니메이션,코미디,SF,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1506/150688_P30_101919.jpg,8.34,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150688
20168773,5,1787825,마약왕,The Drug King,20181219.0,범죄,드라마,SF,청소년관람불가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1572/157297_P23_134212.jpg,6.33,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157297
20183479,9,259753,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,20181219.0,애니메이션,드라마,SF,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1729/172975_P10_141815.jpg,8.2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172975
20183238,10,628327,스파이더맨: 뉴 유니버스,Spider-Man: Into the Spider-Verse,20181212.0,애니메이션,액션,가족,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171725_P18_175530.jpg,9.21,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171725
20177552,6,3723913,국가부도의 날,Default,20181128.0,드라마,액션,가족,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164192_P45_134107.jpg,8.14,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164192
20179230,8,1546002,도어락,Door Lock,20181205.0,스릴러,드라마,가족,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171755_P39_140011.jpg,5.93,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171755
20183375,10,86997,극장판 포켓몬스터 모두의 이야기,Pokemon the Movie: The Power of Us,20181219.0,애니메이션,드라마,가족,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172187_P19_110125.jpg,8.96,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172187
20189843,5,408425,호두까기 인형과 4개의 왕국,The Nutcracker and the Four Realms,20181206.0,판타지,드라마,가족,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158622_P18_142307.jpg,7.13,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158622
20182082,6,87501,부탁 하나만 들어줘,A Simple Favor,20181212.0,스릴러,미스터리,가족,청소년관람불가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171452_P19_174244.jpg,7.79,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171452
20178825,8,262070,모털 엔진,Mortal Engines,20181205.0,액션,어드벤처,SF,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156496_P24_153246.jpg,6.12,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156496
20183745,9,180709,런닝맨 : 풀룰루의 역습,Running Man,20181205.0,애니메이션,어드벤처,SF,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180384_P14_152246.jpg,7.72,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180384
20177538,10,5270621,완벽한 타인,Intimate Strangers,20181031.0,드라마,코미디,SF,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1887/188710_P01_135128.jpg,0.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188710
20184481,7,1567264,성난황소,Unstoppable,20181122.0,범죄,액션,SF,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174835_P26_105639.jpg,7.48,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174835
20181905,9,276658,후드,Robin Hood,20181128.0,어드벤처,액션,SF,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1898/189861_P01_163154.jpg,0.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189861
20176814,10,2403686,신비한 동물들과 그린델왈드의 범죄,Fantastic Beasts: The Crimes of Grindelwald,20181114.0,판타지,액션,SF,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154255_P24_095824.jpg,6.16,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154255
20183073,7,78439,베일리 어게인,A Dog's Purpose,20181122.0,어드벤처,드라마,코미디,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1449/144906_P15_103017.jpg,9.54,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144906
20181171,8,229837,바울,"Paul, Apostle Of Christ",20181031.0,드라마,드라마,코미디,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1736/173692_P12_102159.jpg,9.17,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173692
20183007,9,25172,거미줄에 걸린 소녀,THE GIRL IN THE SPIDER’S WEB,20181128.0,액션,스릴러,범죄,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1618/161868_P24_151256.jpg,7.84,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161868
20182966,10,20419,투 프렌즈,TWO TAILS,20181129.0,애니메이션,어드벤처,범죄,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179138_P01_151818.jpg,4.51,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179138
20183050,5,298402,번 더 스테이지: 더 무비,Burn the Stage: the Movie,20181115.0,기타,어드벤처,범죄,전체관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1763/176354_P13_150227.jpg,9.31,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176354
20182935,8,71407,출국,Unfinished,20181114.0,드라마,어드벤처,범죄,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1864/186453_P03_141045.jpg,0.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186453
20182669,9,24325,툴리,TULLY,20181122.0,드라마,어드벤처,범죄,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1546/154653_P12_102646.jpg,8.89,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154653
20186822,10,48910,너의 췌장을 먹고 싶어,I want to eat your pancreas,20181115.0,애니메이션,드라마,범죄,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175318_P15_105507.jpg,8.19,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175318
20170513,5,445625,동네사람들,Ordinary People,20181107.0,액션,스릴러,범죄,15세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1666/166610_P58_154049.jpg,5.28,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166610
20189869,10,15745,해피 투게더,Happy Together,20181115.0,드라마,코미디,범죄,12세이상관람가,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164147_P46_165808.jpg,7.46,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164147
